school_id,state,geographic_school_district,children_5_17_saipe_estimate,poverty_saipe_estimate,single_parent_estimate,single_parent_margin_of_error,hhs_with_vulnerable_job_estimate,vulnerable_job_margin_of_error,crowded_conditions_estimate,hh_with_crowded_conditions_margin_of_error,no_computer_or_internet_estimate,no_computer_or_internet_margin_of_error,children_with_disability,children_with_disability_margin_of_error,linguistically_isolated_children,linguistically_isolated_children_margin_of_error
79,Arkansas,Two Rivers School District,940,0.23664122819900513,0.2743142247200012,17%-38%,0.1847957968711853,14%-22%,0.05819051340222359,3%-9%,0.3536404073238373,26%-45%,0.09468085318803787,5%-13%,0.013829787261784077,0%-5%
82,Arkansas,Lawrence County School District,1290,0.20600858330726624,0.33659839630126953,24%-43%,0.26290076971054077,22%-31%,0.01065246295183897,0%-2%,0.11977401375770569,6%-18%,0.12790697813034058,7%-19%,0,0%-3%
405,Arkansas,Cossatot River School District,1343,0.2917933166027069,0.2962343096733093,22%-37%,0.15647481381893158,12%-19%,0.05951840057969093,3%-8%,0.3125,21%-41%,0.03499627858400345,2%-5%,0.02382725290954113,0%-6%
419,Arkansas,Jacksonville North Pulaski School District,6031,0.2594708502292633,0.4889260232448578,41%-56%,0.31596508622169495,28%-36%,0.017120566219091415,1%-3%,0.2508932650089264,17%-33%,0.13098987936973572,9%-17%,0.014259658753871918,0%-3%
2250,Arkansas,Alma School District,3036,0.16485275328159332,0.23062452673912048,13%-33%,0.22175098955631256,18%-26%,0.032147154211997986,1%-5%,0.11977994441986084,6%-18%,0.05467720702290535,2%-9%,0,0%-1%
2280,Arkansas,Alpena School District,444,0.2742537260055542,0.33237820863723755,16%-50%,0.2541666626930237,16%-35%,0.0451977401971817,1%-8%,0.3388581871986389,14%-54%,0.09234233945608139,0%-19%,0.09009008854627609,0%-23%
2430,Arkansas,Arkadelphia School District,1959,0.24415583908557892,0.3511972725391388,27%-43%,0.3808700144290924,34%-42%,0.024564459919929504,1%-4%,0.2758117616176605,17%-38%,0.14446145296096802,8%-21%,0.006125574465841055,0%-3%
2550,Arkansas,Armorel School District,235,0.16554054617881775,0.22065727412700653,9%-35%,0.2810126543045044,21%-35%,0.016759777441620827,0%-7%,0.13731342554092407,0%-27%,0.15744680166244507,7%-24%,0.012765957042574883,0%-10%
2580,Arkansas,Ashdown School District,1454,0.21526822447776794,0.41038960218429565,30%-52%,0.2694181799888611,21%-33%,0.01011378038674593,0%-2%,0.15054835379123688,7%-24%,0.14099037647247314,7%-21%,0.00481430534273386,0%-3%
2610,Arkansas,Atkins Public Schools,1121,0.17617449164390564,0.22590067982673645,10%-35%,0.23941493034362793,17%-30%,0.0040766410529613495,0%-2%,0.23113207519054413,6%-40%,0.10080285370349884,4%-16%,0,0%-3%
2670,Arkansas,Augusta School District,433,0.45588234066963196,0.6770833134651184,48%-88%,0.28109028935432434,22%-34%,0,0%-2%,0.45359280705451965,22%-69%,0.0531177818775177,0%-12%,0,0%-6%
2700,Arkansas,Bald Knob School District,1315,0.2658320963382721,0.3092510998249054,19%-43%,0.20667244493961334,16%-26%,0.01995265483856201,0%-4%,0.14110787212848663,7%-21%,0.08365018665790558,4%-12%,0,0%-3%
2730,Arkansas,Barton-Lexa School District,538,0.2903885543346405,0.5882353186607361,41%-76%,0.22551928460597992,14%-31%,0.0018639329355210066,0%-3%,0.2326478213071823,11%-36%,0.044609665870666504,1%-8%,0,0%-4%
2790,Arkansas,Bauxite School District,1166,0.11613406240940094,0.32127660512924194,19%-45%,0.300949364900589,24%-36%,0.018850987777113914,0%-4%,0.08670885860919952,4%-13%,0.08662092685699463,3%-14%,0,0%-3%
2820,Arkansas,Bay School District,615,0.16385135054588318,0.39120879769325256,19%-60%,0.24612876772880554,19%-30%,0.01998334750533104,0%-5%,0.11624834686517715,4%-19%,0.10406503826379776,2%-19%,0,0%-4%
2880,Arkansas,Beebe School District,3726,0.17405155301094055,0.3098236918449402,22%-40%,0.23589807748794556,19%-28%,0.008162681013345718,0%-2%,0.06649716198444366,3%-11%,0.0389157272875309,2%-6%,0.0029522276017814875,0%-1%
2960,Arkansas,Benton School District,6105,0.12152598053216934,0.3117483854293823,26%-36%,0.31262460350990295,28%-35%,0.028811724856495857,1%-4%,0.09656383097171783,6%-13%,0.08173628151416779,5%-11%,0.008190007880330086,0%-2%
3030,Arkansas,Pea Ridge School District,1888,0.09267840534448624,0.23331329226493835,10%-36%,0.3500124514102936,28%-42%,0.02867501601576805,0%-6%,0.35669782757759094,19%-52%,0.03760593384504318,1%-6%,0,0%-2%
3060,Arkansas,Bentonville Public Schools,19332,0.058742720633745193,0.15731842815876007,13%-19%,0.4251890778541565,41%-44%,0.02215384691953659,2%-3%,0.28401821851730347,25%-32%,0.02503621019423008,2%-3%,0.017277054488658905,1%-3%
3090,Arkansas,Bergman School District,942,0.16830600798130035,0.23278236389160156,0%-49%,0.25427645444869995,20%-31%,0.002768549369648099,0%-2%,0.2293577939271927,7%-39%,0.08598726242780685,4%-13%,0,0%-3%
3150,Arkansas,Berryville Public Schools,2259,0.2154451608657837,0.24963432550430298,11%-39%,0.22589333355426788,18%-28%,0.07688786834478378,5%-11%,0.1924552470445633,8%-30%,0.04338202625513077,2%-7%,0.06684373319149017,1%-13%
3240,Arkansas,Bismarck Public Schools,1320,0.2829614579677582,0.23102040588855743,9%-37%,0.3970686197280884,31%-48%,0.031177829951047897,0%-6%,0.22392638027668,11%-34%,0.05530302971601486,0%-11%,0,0%-3%
3300,Arkansas,Blevins School District,481,0.263327956199646,0.3071593642234802,19%-43%,0.29208803176879883,22%-36%,0.0182232353836298,0%-4%,0.28831562399864197,20%-38%,0.16632016003131866,5%-28%,0,0%-5%
3320,Arkansas,Blytheville School District,2917,0.41170212626457214,0.5853444337844849,45%-73%,0.20618081092834473,16%-25%,0.04912886396050453,2%-7%,0.12539035081863403,7%-18%,0.033596161752939224,1%-6%,0.00857044942677021,0%-3%
3420,Arkansas,Lead Hill School District,420,0.21739129722118378,0.3366336524486542,19%-48%,0.27846890687942505,18%-38%,0.011363636702299118,0%-3%,0.19421488046646118,9%-30%,0,0%-4%,0,0%-6%
3450,Arkansas,Booneville School District,1382,0.27397260069847107,0.22936660051345825,15%-31%,0.20881356298923492,17%-25%,0.045586105436086655,2%-7%,0.22302962839603424,11%-34%,0.04920405149459839,2%-8%,0,0%-2%
3480,Arkansas,Bradford School District,522,0.19223301112651825,0.22477063536643982,13%-32%,0.26101693511009216,19%-33%,0.033641714602708817,0%-8%,0.0791044756770134,0%-15%,0.12260536104440689,4%-21%,0,0%-5%
3630,Arkansas,Brinkley School District,528,0.422735333442688,0.671023964881897,51%-83%,0.35080644488334656,27%-43%,0.0223214291036129,0%-5%,0.23047858476638794,7%-39%,0.034090910106897354,0%-8%,0,0%-5%
3640,Arkansas,Brookland School District,1662,0.12719298899173737,0.3236682415008545,19%-46%,0.2428954392671585,20%-29%,0.022917164489626884,0%-4%,0.11622725427150726,3%-21%,0.07701564580202103,1%-14%,0.04091456159949303,0%-10%
3690,Arkansas,Bryant Public Schools,9685,0.10614240914583206,0.32672321796417236,27%-39%,0.2974560260772705,27%-32%,0.013112024404108524,1%-2%,0.07428398728370667,4%-11%,0.09323696792125702,7%-12%,0.02096024714410305,1%-4%
3710,Arkansas,Buffalo Island Central School District,949,0.2222222238779068,0.401048481464386,24%-56%,0.20162932574748993,16%-24%,0.03473581373691559,1%-6%,0.17483660578727722,8%-27%,0.08008430153131485,4%-12%,0.040042150765657425,0%-10%
3750,Arkansas,Cabot Public Schools,10510,0.12614436447620392,0.29188409447669983,25%-34%,0.28685227036476135,26%-31%,0.019190633669495583,1%-3%,0.1116311103105545,8%-14%,0.04024738445878029,3%-5%,0,0%-1%
3770,Arkansas,Caddo Hills School District,531,0.3302752375602722,0.3196544349193573,15%-49%,0.19780220091342926,13%-27%,0.03730272501707077,0%-7%,0.42819148302078247,24%-62%,0.2843691110610962,15%-42%,0.030131826177239418,0%-9%
3840,Arkansas,Calico Rock School District,656,0.2588832378387451,0.10925926268100739,0%-23%,0.2086586207151413,15%-27%,0.009818730875849724,0%-3%,0.4270462691783905,27%-59%,0,0%-3%,0,0%-4%
3960,Arkansas,Carlisle School District,784,0.1041666641831398,0.44817519187927246,24%-65%,0.35706913471221924,25%-47%,0.019159456714987755,0%-4%,0.37893593311309814,19%-57%,0.040816325694322586,1%-7%,0,0%-3%
4020,Arkansas,Westside Consolidated School District,1669,0.21182265877723694,0.35915955901145935,20%-52%,0.2727878987789154,22%-32%,0.016885006800293922,0%-3%,0.08006887882947922,4%-12%,0.11803475022315979,7%-16%,0,0%-2%
4050,Arkansas,Cave City School District,1483,0.2516254782676697,0.3526863157749176,20%-50%,0.18314129114151,14%-23%,0.04235506057739258,2%-7%,0.37567171454429626,26%-49%,0.024275118485093117,1%-4%,0,0%-2%
4080,Arkansas,Cedarville School District,877,0.17670682072639465,0.2181372493505478,11%-33%,0.2649812698364258,20%-33%,0.027300303801894188,0%-6%,0.3292102813720703,16%-49%,0.07867731153964996,2%-14%,0,0%-4%
4110,Arkansas,Genoa Central School District,1196,0.28151261806488037,0.14818266034126282,0%-33%,0.22216187417507172,14%-31%,0.0199637021869421,0%-6%,0.02099737524986267,0%-6%,0.01254180632531643,0%-3%,0,0%-2%
4170,Arkansas,White County Central School District,476,0.19722221791744232,0.14988814294338226,0%-32%,0.30049875378608704,21%-39%,0.04514363780617714,0%-10%,0.0961214154958725,0%-23%,0.10924369841814041,0%-25%,0.02521008439362049,0%-8%
4200,Arkansas,Charleston School District,1031,0.1370023488998413,0.24197247624397278,14%-34%,0.21646220982074738,16%-28%,0.019184652715921402,0%-4%,0.21395036578178406,12%-31%,0.010669252835214138,0%-3%,0,0%-3%
4350,Arkansas,Clarendon School District,524,0.34703195095062256,0.6282051205635071,49%-76%,0.20297805964946747,15%-25%,0.012730744667351246,0%-3%,0.4361233413219452,28%-59%,0.14312976598739624,5%-24%,0,0%-5%
4370,Arkansas,Rector School District,778,0.26863086223602295,0.2934631407260895,19%-40%,0.2432074248790741,19%-29%,0.03145795688033104,1%-6%,0.14673367142677307,6%-23%,0.07197943329811096,2%-12%,0,0%-3%
4380,Arkansas,Clarksville School District,2526,0.3099927008152008,0.2920273244380951,21%-37%,0.2778688669204712,24%-32%,0.04237449914216995,2%-6%,0.31539350748062134,23%-40%,0.035629455000162125,2%-5%,0.045922406017780304,1%-8%
4410,Arkansas,Clinton School District,1261,0.24762600660324097,0.37442076206207275,25%-50%,0.3209918439388275,27%-37%,0.022189348936080933,0%-4%,0.3834449052810669,25%-51%,0.0904044434428215,4%-14%,0,0%-3%
4560,Arkansas,Concord Public Schools,504,0.18793828785419464,0.35831382870674133,19%-53%,0.2229987233877182,15%-29%,0.01275362353771925,0%-3%,0.25819671154022217,11%-40%,0.0595238097012043,0%-13%,0,0%-5%
4590,Arkansas,Conway Public Schools,11967,0.1759282797574997,0.3292040526866913,27%-39%,0.3043547570705414,28%-33%,0.014617611654102802,1%-2%,0.13315299153327942,10%-16%,0.08205899596214294,6%-10%,0.017798947170376778,1%-3%
4680,Arkansas,Cotter School District,887,0.28614458441734314,0.24444444477558136,15%-33%,0.29423558712005615,23%-36%,0.013895781710743904,0%-3%,0.10490112006664276,5%-16%,0.12063134461641312,6%-19%,0,0%-4%
4740,Arkansas,County Line School District,396,0.23801065981388092,0.15723270177841187,0%-33%,0.28076639771461487,21%-36%,0.007949125953018665,0%-3%,0.2096530944108963,6%-36%,0.01262626238167286,0%-3%,0,0%-6%
4800,Arkansas,Crossett School District,2132,0.297493040561676,0.4106253385543823,29%-53%,0.23758947849273682,19%-29%,0.006557377055287361,0%-2%,0.3057580292224884,18%-43%,0.07082551717758179,3%-11%,0,0%-2%
4860,Arkansas,Cutter-Morning Star School District,536,0.36570560932159424,0.3711790442466736,0%-85%,0.3513043522834778,29%-41%,0.04765957593917847,0%-10%,0.06411837041378021,2%-11%,0.018656715750694275,0%-6%,0.020522387698292732,0%-7%
4890,Arkansas,Danville School District,685,0.2083832323551178,0.3385826647281647,19%-49%,0.245591938495636,18%-32%,0.10728269070386887,4%-17%,0.37688443064689636,17%-58%,0.03503649681806564,1%-6%,0.14744526147842407,6%-24%
4930,Arkansas,Dardanelle Public Schools,1927,0.2293318212032318,0.4491051435470581,32%-58%,0.25724396109580994,20%-32%,0.015940790995955467,0%-3%,0.1981833130121231,11%-29%,0.06486766785383224,3%-10%,0.011935651302337646,0%-4%
4980,Arkansas,Decatur School District,732,0.157419353723526,0.28391167521476746,15%-42%,0.2508143186569214,19%-31%,0.08632543683052063,5%-12%,0.5487693548202515,38%-71%,0.08196721225976944,4%-12%,0.1215846985578537,4%-20%
5170,Arkansas,Dermott School District,382,0.446153849363327,0.5627009868621826,40%-73%,0.1994609236717224,12%-28%,0.014936519786715508,0%-4%,0.36466166377067566,21%-52%,0.12303665280342102,0%-26%,0,0%-6%
5190,Arkansas,Des Arc Public Schools,437,0.19269776344299316,0.11965811997652054,5%-19%,0.2503160536289215,19%-31%,0.03810694441199303,1%-7%,0.27591705322265625,14%-41%,0.10297483205795288,4%-17%,0,0%-5%
5340,Arkansas,Dierks School District,431,0.19396552443504333,0.26682135462760925,12%-41%,0.22955390810966492,16%-30%,0,0%-3%,0.09123434871435165,1%-17%,0.018561484292149544,0%-6%,0,0%-6%
5410,Arkansas,Dollarway School District,1466,0.3905160427093506,0.7116071581840515,59%-83%,0.2719883918762207,22%-33%,0.01804192177951336,0%-3%,0.5461869239807129,42%-68%,0.10368349403142929,4%-16%,0,0%-3%
5430,Arkansas,Dover School District,1677,0.17183098196983337,0.2797297239303589,19%-37%,0.25390252470970154,20%-31%,0.01336531899869442,0%-3%,0.25153374671936035,8%-42%,0.029815146699547768,1%-5%,0,0%-2%
5470,Arkansas,Drew Central School District,832,0.19337016344070435,0.2113606333732605,9%-33%,0.20288808643817902,15%-25%,0.03076923079788685,0%-7%,0.18684843182563782,8%-29%,0.06610576808452606,3%-11%,0,0%-4%
5500,Arkansas,Dumas School District,1565,0.3135838210582733,0.45743894577026367,36%-55%,0.22851364314556122,18%-28%,0.02054794505238533,0%-4%,0.44400396943092346,32%-57%,0.0638977661728859,2%-11%,0.11373802274465561,6%-17%
5550,Arkansas,Earle School District,497,0.2747603952884674,0.5718309879302979,39%-75%,0.31215471029281616,23%-39%,0.020636284723877907,0%-6%,0.23910336196422577,10%-38%,0.08249496668577194,2%-14%,0,0%-5%
5580,Arkansas,East End School District,559,0.21397380530834198,0.27167630195617676,13%-41%,0.2709757685661316,20%-34%,0.05234374850988388,1%-10%,0.597278892993927,30%-90%,0.07692307978868484,2%-13%,0,0%-4%
5680,Arkansas,El Dorado School District,4631,0.2555401623249054,0.43135368824005127,34%-52%,0.30901792645454407,27%-35%,0.07253149151802063,5%-10%,0.2993488907814026,23%-37%,0.0628373995423317,3%-9%,0.039516303688287735,1%-7%
5760,Arkansas,Elkins School District,1244,0.10576923191547394,0.17241379618644714,7%-27%,0.22030575573444366,15%-29%,0.029880478978157043,0%-6%,0.23312102258205414,11%-35%,0.05707395449280739,1%-10%,0,0%-3%
5850,Arkansas,England School District,638,0.2671854794025421,0.4658273458480835,32%-62%,0.3080022931098938,24%-37%,0.033142127096652985,1%-6%,0.37012264132499695,22%-52%,0.0705329179763794,2%-12%,0.03605015575885773,0%-9%
5970,Arkansas,Eureka Springs School District,773,0.26387009024620056,0.3603988587856293,16%-56%,0.4834710657596588,41%-56%,0.015489629469811916,0%-3%,0.218678817152977,8%-36%,0.1487710177898407,6%-24%,0,0%-4%
6060,Arkansas,Camden Fairview School District,3213,0.2747098207473755,0.5247592926025391,40%-65%,0.2037792205810547,17%-24%,0.027553318068385124,1%-4%,0.3113141357898712,21%-41%,0.04170557111501694,2%-6%,0,0%-1%
6090,Arkansas,Farmington School District,2196,0.08191654086112976,0.14913232624530792,6%-24%,0.22845374047756195,18%-27%,0.01847340725362301,0%-4%,0.042970091104507446,0%-8%,0.04098360612988472,1%-7%,0,0%-2%
6120,Arkansas,Fayetteville School District,11778,0.11143544316291809,0.3400876820087433,29%-39%,0.31855425238609314,30%-34%,0.01768392324447632,1%-2%,0.10358474403619766,7%-14%,0.051876381039619446,3%-7%,0.036508746445178986,1%-6%
6150,Arkansas,Flippin School District,1102,0.2764397859573364,0.3399602472782135,20%-48%,0.2549999952316284,21%-30%,0.011186440475285053,0%-3%,0.13235294818878174,6%-20%,0.10707803815603256,5%-17%,0,0%-3%
6210,Arkansas,Fordyce School District,586,0.23615819215774536,0.5722021460533142,39%-75%,0.1633954793214798,11%-22%,0.004987531341612339,0%-2%,0.31405895948410034,13%-50%,0.06655289977788925,0%-14%,0,0%-6%
6240,Arkansas,Foreman School District,411,0.24353447556495667,0.5126050710678101,28%-75%,0.14118705689907074,9%-20%,0.008792965672910213,0%-3%,0.37435010075569153,17%-58%,0.0656934306025505,0%-14%,0,0%-6%
6270,Arkansas,Forrest City School District,3402,0.44145873188972473,0.6208563446998596,55%-69%,0.2775167226791382,23%-32%,0.03376658260822296,2%-5%,0.40282759070396423,31%-50%,0.06731334328651428,4%-10%,0,0%-1%
6330,Arkansas,Fort Smith Public Schools,15627,0.2304844856262207,0.3902633786201477,35%-43%,0.3191130459308624,30%-34%,0.03739657998085022,3%-5%,0.17123635113239288,14%-21%,0.07167082279920578,6%-9%,0.06251999735832214,4%-8%
6360,Arkansas,Fouke School District,897,0.17750439047813416,0.30112922191619873,10%-50%,0.2354312390089035,17%-31%,0.016601135954260826,0%-4%,0.3300071358680725,11%-55%,0.037904124706983566,0%-9%,0,0%-4%
6420,Arkansas,Fountain Lake School District,1236,0.2657935321331024,0.17657656967639923,9%-26%,0.3580099940299988,31%-41%,0.007984332740306854,0%-2%,0.19500674307346344,7%-32%,0.051779936999082565,1%-9%,0,0%-3%
6540,Arkansas,Gentry Public Schools,1619,0.12031249701976776,0.42554599046707153,26%-59%,0.2539161145687103,20%-30%,0.03933333232998848,1%-7%,0.4808548390865326,37%-59%,0.058678194880485535,2%-10%,0.03953057527542114,0%-10%
6630,Arkansas,Glen Rose School District,974,0.2937563955783844,0.38499999046325684,16%-61%,0.2581290602684021,17%-35%,0.042468857020139694,0%-9%,0.22615131735801697,10%-35%,0.15092402696609497,4%-26%,0,0%-3%
6690,Arkansas,Centerpoint School District,889,0.2770053446292877,0.2351386994123459,14%-33%,0.2276543229818344,18%-28%,0.04155567288398743,1%-7%,0.14399363100528717,7%-22%,0.11811023950576782,5%-19%,0.012373453006148338,0%-4%
6840,Arkansas,Gravette School District,2168,0.10721565783023834,0.30131927132606506,20%-40%,0.35017257928848267,31%-39%,0.010687942616641521,0%-2%,0.41141536831855774,31%-51%,0.03551660478115082,2%-5%,0,0%-2%
6870,Arkansas,Green Forest School District,1304,0.2247191071510315,0.24869565665721893,16%-33%,0.16056708991527557,12%-20%,0.07002360373735428,3%-11%,0.24222585558891296,16%-32%,0.022239264100790024,0%-4%,0.06441717594861984,1%-12%
6900,Arkansas,Greenbrier School District,3541,0.15922273695468903,0.18897637724876404,12%-25%,0.26342353224754333,23%-30%,0.014688300900161266,0%-3%,0.1485629826784134,9%-21%,0.08867551386356354,5%-13%,0,0%-1%
6930,Arkansas,Greenland Public Schools,1580,0.1551724076271057,0.21525885164737701,12%-31%,0.29613327980041504,25%-35%,0.018315019086003304,0%-3%,0.3208802342414856,19%-45%,0.05886076018214226,2%-10%,0.08291139453649521,3%-14%
6990,Arkansas,Greenwood School District,3896,0.1270134598016739,0.1845807582139969,13%-24%,0.23099762201309204,20%-26%,0.024305984377861023,1%-4%,0.15868544578552246,10%-22%,0.11421971023082733,7%-16%,0,0%-1%
7110,Arkansas,Gurdon School District,693,0.26409903168678284,0.5147058963775635,35%-68%,0.2288713902235031,16%-30%,0.017951425164937973,0%-4%,0.2998819351196289,17%-43%,0.11832612007856369,5%-19%,0.010101010091602802,0%-4%
7140,Arkansas,Guy-Perkins Schools,372,0.11832061409950256,0.31736525893211365,12%-51%,0.20881426334381104,16%-26%,0.011363636702299118,0%-5%,0.11836734414100647,6%-18%,0.07526881992816925,4%-11%,0,0%-6%
7170,Arkansas,Hackett Public Schools,767,0.17470428347587585,0.3262108266353607,17%-48%,0.23813869059085846,20%-28%,0.03818615898489952,0%-8%,0.21067683398723602,8%-34%,0.11473272740840912,3%-20%,0,0%-4%
7230,Arkansas,Hampton School District,535,0.1756521761417389,0.39919355511665344,22%-58%,0.16553007066249847,10%-23%,0,0%-2%,0.25172892212867737,12%-39%,0.13644859194755554,5%-23%,0,0%-4%
7290,Arkansas,Harmony Grove School District,637,0.3406466543674469,0.36263737082481384,17%-55%,0.22169362008571625,15%-29%,0.03645320236682892,0%-7%,0.17409765720367432,5%-30%,0.0565149150788784,1%-11%,0,0%-4%
7320,Arkansas,Harmony Grove School District,1216,0.08625106513500214,0.3479789197444916,12%-57%,0.3718095123767853,28%-47%,0.04371584579348564,0%-9%,0.196298748254776,1%-38%,0.12088815867900848,4%-20%,0,0%-3%
